id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_permukaan,panjang_ruas_jalan,satuan,tahun
244,32,JAWA BARAT,3201,KABUPATEN BOGOR,ASPAL,82.35,KILOMETER,2022
245,32,JAWA BARAT,3201,KABUPATEN BOGOR,TIDAK DI ASPAL,0.0,KILOMETER,2022
246,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAINNYA,50.46,KILOMETER,2022
247,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ASPAL,305.36,KILOMETER,2022
248,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TIDAK DI ASPAL,0.0,KILOMETER,2022
249,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAINNYA,8.56,KILOMETER,2022
250,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ASPAL,131.72,KILOMETER,2022
251,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TIDAK DI ASPAL,0.0,KILOMETER,2022
252,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAINNYA,54.68,KILOMETER,2022
253,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ASPAL,84.68,KILOMETER,2022
254,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TIDAK DI ASPAL,0.0,KILOMETER,2022
255,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAINNYA,42.85,KILOMETER,2022
256,32,JAWA BARAT,3205,KABUPATEN GARUT,ASPAL,284.63,KILOMETER,2022
257,32,JAWA BARAT,3205,KABUPATEN GARUT,TIDAK DI ASPAL,0.0,KILOMETER,2022
258,32,JAWA BARAT,3205,KABUPATEN GARUT,LAINNYA,1.4,KILOMETER,2022
259,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ASPAL,115.37,KILOMETER,2022
260,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TIDAK DI ASPAL,0.0,KILOMETER,2022
261,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAINNYA,5.0,KILOMETER,2022
262,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ASPAL,28.63,KILOMETER,2022
263,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TIDAK DI ASPAL,0.0,KILOMETER,2022
264,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAINNYA,0.0,KILOMETER,2022
265,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ASPAL,86.33,KILOMETER,2022
266,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TIDAK DI ASPAL,0.0,KILOMETER,2022
267,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAINNYA,0.0,KILOMETER,2022
268,32,JAWA BARAT,3209,KABUPATEN CIREBON,ASPAL,62.49,KILOMETER,2022
269,32,JAWA BARAT,3209,KABUPATEN CIREBON,TIDAK DI ASPAL,0.0,KILOMETER,2022
270,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAINNYA,9.88,KILOMETER,2022
271,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ASPAL,125.83,KILOMETER,2022
272,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TIDAK DI ASPAL,0.0,KILOMETER,2022
273,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAINNYA,0.0,KILOMETER,2022
274,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ASPAL,106.75,KILOMETER,2022
275,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TIDAK DI ASPAL,0.0,KILOMETER,2022
276,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAINNYA,9.05,KILOMETER,2022
277,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ASPAL,157.49,KILOMETER,2022
278,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TIDAK DI ASPAL,0.0,KILOMETER,2022
279,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAINNYA,0.0,KILOMETER,2022
280,32,JAWA BARAT,3213,KABUPATEN SUBANG,ASPAL,142.96,KILOMETER,2022
281,32,JAWA BARAT,3213,KABUPATEN SUBANG,TIDAK DI ASPAL,0.0,KILOMETER,2022
282,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAINNYA,25.22,KILOMETER,2022
283,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ASPAL,58.81,KILOMETER,2022
284,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TIDAK DI ASPAL,0.0,KILOMETER,2022
285,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAINNYA,0.0,KILOMETER,2022
286,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ASPAL,50.3,KILOMETER,2022
287,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TIDAK DI ASPAL,0.0,KILOMETER,2022
288,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAINNYA,41.23,KILOMETER,2022
289,32,JAWA BARAT,3216,KABUPATEN BEKASI,ASPAL,31.53,KILOMETER,2022
290,32,JAWA BARAT,3216,KABUPATEN BEKASI,TIDAK DI ASPAL,0.0,KILOMETER,2022
291,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAINNYA,0.0,KILOMETER,2022
292,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ASPAL,62.72,KILOMETER,2022
293,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TIDAK DI ASPAL,0.0,KILOMETER,2022
294,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAINNYA,10.45,KILOMETER,2022
295,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ASPAL,8.89,KILOMETER,2022
296,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TIDAK DI ASPAL,0.0,KILOMETER,2022
297,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAINNYA,0.0,KILOMETER,2022
298,32,JAWA BARAT,3271,KOTA BOGOR,ASPAL,9.18,KILOMETER,2022
299,32,JAWA BARAT,3271,KOTA BOGOR,TIDAK DI ASPAL,0.0,KILOMETER,2022
300,32,JAWA BARAT,3271,KOTA BOGOR,LAINNYA,1.98,KILOMETER,2022
301,32,JAWA BARAT,3272,KOTA SUKABUMI,ASPAL,26.29,KILOMETER,2022
302,32,JAWA BARAT,3272,KOTA SUKABUMI,TIDAK DI ASPAL,0.0,KILOMETER,2022
303,32,JAWA BARAT,3272,KOTA SUKABUMI,LAINNYA,7.26,KILOMETER,2022
304,32,JAWA BARAT,3273,KOTA BANDUNG,ASPAL,34.23,KILOMETER,2022
305,32,JAWA BARAT,3273,KOTA BANDUNG,TIDAK DI ASPAL,0.0,KILOMETER,2022
306,32,JAWA BARAT,3273,KOTA BANDUNG,LAINNYA,4.22,KILOMETER,2022
307,32,JAWA BARAT,3274,KOTA CIREBON,ASPAL,5.95,KILOMETER,2022
308,32,JAWA BARAT,3274,KOTA CIREBON,TIDAK DI ASPAL,0.0,KILOMETER,2022
309,32,JAWA BARAT,3274,KOTA CIREBON,LAINNYA,0.6,KILOMETER,2022
310,32,JAWA BARAT,3275,KOTA BEKASI,ASPAL,21.51,KILOMETER,2022
311,32,JAWA BARAT,3275,KOTA BEKASI,TIDAK DI ASPAL,0.0,KILOMETER,2022
312,32,JAWA BARAT,3275,KOTA BEKASI,LAINNYA,0.45,KILOMETER,2022
313,32,JAWA BARAT,3276,KOTA DEPOK,ASPAL,9.76,KILOMETER,2022
314,32,JAWA BARAT,3276,KOTA DEPOK,TIDAK DI ASPAL,0.0,KILOMETER,2022
315,32,JAWA BARAT,3276,KOTA DEPOK,LAINNYA,1.97,KILOMETER,2022
316,32,JAWA BARAT,3277,KOTA CIMAHI,ASPAL,9.16,KILOMETER,2022
317,32,JAWA BARAT,3277,KOTA CIMAHI,TIDAK DI ASPAL,0.0,KILOMETER,2022
318,32,JAWA BARAT,3277,KOTA CIMAHI,LAINNYA,0.2,KILOMETER,2022
319,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ASPAL,33.24,KILOMETER,2022
320,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TIDAK DI ASPAL,0.0,KILOMETER,2022
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAINNYA,0.0,KILOMETER,2022
322,32,JAWA BARAT,3279,KOTA BANJAR,ASPAL,8.97,KILOMETER,2022
323,32,JAWA BARAT,3279,KOTA BANJAR,TIDAK DI ASPAL,0.0,KILOMETER,2022
324,32,JAWA BARAT,3279,KOTA BANJAR,LAINNYA,0.0,KILOMETER,2022
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,ASPAL,84.16,KILOMETER,2023
326,32,JAWA BARAT,3201,KABUPATEN BOGOR,TIDAK DI ASPAL,0.0,KILOMETER,2023
327,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAINNYA,47.81,KILOMETER,2023
328,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ASPAL,293.56,KILOMETER,2023
329,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TIDAK DI ASPAL,0.0,KILOMETER,2023
330,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAINNYA,20.99,KILOMETER,2023
331,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ASPAL,179.85,KILOMETER,2023
332,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TIDAK DI ASPAL,0.0,KILOMETER,2023
333,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAINNYA,6.4,KILOMETER,2023
334,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ASPAL,80.09,KILOMETER,2023
335,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TIDAK DI ASPAL,0.0,KILOMETER,2023
336,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAINNYA,47.28,KILOMETER,2023
337,32,JAWA BARAT,3205,KABUPATEN GARUT,ASPAL,282.33,KILOMETER,2023
338,32,JAWA BARAT,3205,KABUPATEN GARUT,TIDAK DI ASPAL,0.0,KILOMETER,2023
339,32,JAWA BARAT,3205,KABUPATEN GARUT,LAINNYA,3.7,KILOMETER,2023
340,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ASPAL,109.82,KILOMETER,2023
341,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TIDAK DI ASPAL,0.0,KILOMETER,2023
342,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAINNYA,5.55,KILOMETER,2023
343,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ASPAL,28.43,KILOMETER,2023
344,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TIDAK DI ASPAL,0.0,KILOMETER,2023
345,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAINNYA,0.2,KILOMETER,2023
346,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ASPAL,83.78,KILOMETER,2023
347,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TIDAK DI ASPAL,0.0,KILOMETER,2023
348,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAINNYA,2.55,KILOMETER,2023
349,32,JAWA BARAT,3209,KABUPATEN CIREBON,ASPAL,64.63,KILOMETER,2023
350,32,JAWA BARAT,3209,KABUPATEN CIREBON,TIDAK DI ASPAL,0.0,KILOMETER,2023
351,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAINNYA,7.74,KILOMETER,2023
352,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ASPAL,119.31,KILOMETER,2023
353,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TIDAK DI ASPAL,0.0,KILOMETER,2023
354,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAINNYA,7.53,KILOMETER,2023
355,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ASPAL,107.23,KILOMETER,2023
356,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TIDAK DI ASPAL,0.0,KILOMETER,2023
357,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAINNYA,8.4,KILOMETER,2023
358,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ASPAL,117.7,KILOMETER,2023
359,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TIDAK DI ASPAL,0.0,KILOMETER,2023
360,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAINNYA,39.91,KILOMETER,2023
361,32,JAWA BARAT,3213,KABUPATEN SUBANG,ASPAL,142.13,KILOMETER,2023
362,32,JAWA BARAT,3213,KABUPATEN SUBANG,TIDAK DI ASPAL,0.0,KILOMETER,2023
363,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAINNYA,25.73,KILOMETER,2023
364,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ASPAL,54.31,KILOMETER,2023
365,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TIDAK DI ASPAL,0.0,KILOMETER,2023
366,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAINNYA,4.5,KILOMETER,2023
367,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ASPAL,37.03,KILOMETER,2023
368,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TIDAK DI ASPAL,0.0,KILOMETER,2023
369,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAINNYA,54.5,KILOMETER,2023
370,32,JAWA BARAT,3216,KABUPATEN BEKASI,ASPAL,11.03,KILOMETER,2023
371,32,JAWA BARAT,3216,KABUPATEN BEKASI,TIDAK DI ASPAL,0.0,KILOMETER,2023
372,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAINNYA,20.71,KILOMETER,2023
373,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ASPAL,63.18,KILOMETER,2023
374,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TIDAK DI ASPAL,0.0,KILOMETER,2023
375,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAINNYA,9.99,KILOMETER,2023
376,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ASPAL,8.89,KILOMETER,2023
377,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TIDAK DI ASPAL,0.0,KILOMETER,2023
378,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAINNYA,0.0,KILOMETER,2023
379,32,JAWA BARAT,3271,KOTA BOGOR,ASPAL,10.03,KILOMETER,2023
380,32,JAWA BARAT,3271,KOTA BOGOR,TIDAK DI ASPAL,0.0,KILOMETER,2023
381,32,JAWA BARAT,3271,KOTA BOGOR,LAINNYA,2.17,KILOMETER,2023
382,32,JAWA BARAT,3272,KOTA SUKABUMI,ASPAL,25.92,KILOMETER,2023
383,32,JAWA BARAT,3272,KOTA SUKABUMI,TIDAK DI ASPAL,0.0,KILOMETER,2023
384,32,JAWA BARAT,3272,KOTA SUKABUMI,LAINNYA,7.27,KILOMETER,2023
385,32,JAWA BARAT,3273,KOTA BANDUNG,ASPAL,34.95,KILOMETER,2023
386,32,JAWA BARAT,3273,KOTA BANDUNG,TIDAK DI ASPAL,0.0,KILOMETER,2023
387,32,JAWA BARAT,3273,KOTA BANDUNG,LAINNYA,4.32,KILOMETER,2023
388,32,JAWA BARAT,3274,KOTA CIREBON,ASPAL,6.55,KILOMETER,2023
389,32,JAWA BARAT,3274,KOTA CIREBON,TIDAK DI ASPAL,0.0,KILOMETER,2023
390,32,JAWA BARAT,3274,KOTA CIREBON,LAINNYA,0.0,KILOMETER,2023
391,32,JAWA BARAT,3275,KOTA BEKASI,ASPAL,17.85,KILOMETER,2023
392,32,JAWA BARAT,3275,KOTA BEKASI,TIDAK DI ASPAL,0.0,KILOMETER,2023
393,32,JAWA BARAT,3275,KOTA BEKASI,LAINNYA,3.9,KILOMETER,2023
394,32,JAWA BARAT,3276,KOTA DEPOK,ASPAL,10.43,KILOMETER,2023
395,32,JAWA BARAT,3276,KOTA DEPOK,TIDAK DI ASPAL,0.0,KILOMETER,2023
396,32,JAWA BARAT,3276,KOTA DEPOK,LAINNYA,1.3,KILOMETER,2023
397,32,JAWA BARAT,3277,KOTA CIMAHI,ASPAL,9.16,KILOMETER,2023
398,32,JAWA BARAT,3277,KOTA CIMAHI,TIDAK DI ASPAL,0.0,KILOMETER,2023
399,32,JAWA BARAT,3277,KOTA CIMAHI,LAINNYA,0.2,KILOMETER,2023
400,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ASPAL,38.25,KILOMETER,2023
401,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TIDAK DI ASPAL,0.0,KILOMETER,2023
402,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAINNYA,0.0,KILOMETER,2023
403,32,JAWA BARAT,3279,KOTA BANJAR,ASPAL,8.97,KILOMETER,2023
404,32,JAWA BARAT,3279,KOTA BANJAR,TIDAK DI ASPAL,0.0,KILOMETER,2023
405,32,JAWA BARAT,3279,KOTA BANJAR,LAINNYA,0.0,KILOMETER,2023
406,32,JAWA BARAT,3201,KABUPATEN BOGOR,ASPAL,85.503,KILOMETER,2024
407,32,JAWA BARAT,3201,KABUPATEN BOGOR,TIDAK DI ASPAL,0.0,KILOMETER,2024
408,32,JAWA BARAT,3201,KABUPATEN BOGOR,LAINNYA,46.467,KILOMETER,2024
409,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ASPAL,289.112,KILOMETER,2024
410,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TIDAK DI ASPAL,0.0,KILOMETER,2024
411,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,LAINNYA,25.433,KILOMETER,2024
412,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ASPAL,178.25,KILOMETER,2024
413,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TIDAK DI ASPAL,0.0,KILOMETER,2024
414,32,JAWA BARAT,3203,KABUPATEN CIANJUR,LAINNYA,7.996,KILOMETER,2024
415,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ASPAL,79.92,KILOMETER,2024
416,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TIDAK DI ASPAL,0.0,KILOMETER,2024
417,32,JAWA BARAT,3204,KABUPATEN BANDUNG,LAINNYA,47.45,KILOMETER,2024
418,32,JAWA BARAT,3205,KABUPATEN GARUT,ASPAL,282.532,KILOMETER,2024
419,32,JAWA BARAT,3205,KABUPATEN GARUT,TIDAK DI ASPAL,0.0,KILOMETER,2024
420,32,JAWA BARAT,3205,KABUPATEN GARUT,LAINNYA,3.5,KILOMETER,2024
421,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ASPAL,123.51,KILOMETER,2024
422,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TIDAK DI ASPAL,0.0,KILOMETER,2024
423,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,LAINNYA,5.55,KILOMETER,2024
424,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ASPAL,28.43,KILOMETER,2024
425,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TIDAK DI ASPAL,0.0,KILOMETER,2024
426,32,JAWA BARAT,3207,KABUPATEN CIAMIS,LAINNYA,0.2,KILOMETER,2024
427,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ASPAL,83.475,KILOMETER,2024
428,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TIDAK DI ASPAL,0.0,KILOMETER,2024
429,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,LAINNYA,2.85,KILOMETER,2024
430,32,JAWA BARAT,3209,KABUPATEN CIREBON,ASPAL,64.63,KILOMETER,2024
431,32,JAWA BARAT,3209,KABUPATEN CIREBON,TIDAK DI ASPAL,0.0,KILOMETER,2024
432,32,JAWA BARAT,3209,KABUPATEN CIREBON,LAINNYA,7.74,KILOMETER,2024
433,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ASPAL,115.211,KILOMETER,2024
434,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TIDAK DI ASPAL,0.0,KILOMETER,2024
435,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,LAINNYA,11.63,KILOMETER,2024
436,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ASPAL,106.778,KILOMETER,2024
437,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TIDAK DI ASPAL,0.0,KILOMETER,2024
438,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,LAINNYA,8.847,KILOMETER,2024
439,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ASPAL,118.204,KILOMETER,2024
440,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TIDAK DI ASPAL,0.0,KILOMETER,2024
441,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,LAINNYA,39.413,KILOMETER,2024
442,32,JAWA BARAT,3213,KABUPATEN SUBANG,ASPAL,143.044,KILOMETER,2024
443,32,JAWA BARAT,3213,KABUPATEN SUBANG,TIDAK DI ASPAL,0.0,KILOMETER,2024
444,32,JAWA BARAT,3213,KABUPATEN SUBANG,LAINNYA,24.82,KILOMETER,2024
445,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ASPAL,54.41,KILOMETER,2024
446,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TIDAK DI ASPAL,0.0,KILOMETER,2024
447,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,LAINNYA,4.4,KILOMETER,2024
448,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ASPAL,38.93,KILOMETER,2024
449,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TIDAK DI ASPAL,0.0,KILOMETER,2024
450,32,JAWA BARAT,3215,KABUPATEN KARAWANG,LAINNYA,52.6,KILOMETER,2024
451,32,JAWA BARAT,3216,KABUPATEN BEKASI,ASPAL,10.83,KILOMETER,2024
452,32,JAWA BARAT,3216,KABUPATEN BEKASI,TIDAK DI ASPAL,0.0,KILOMETER,2024
453,32,JAWA BARAT,3216,KABUPATEN BEKASI,LAINNYA,20.905,KILOMETER,2024
454,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ASPAL,60.52,KILOMETER,2024
455,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TIDAK DI ASPAL,0.0,KILOMETER,2024
456,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,LAINNYA,12.65,KILOMETER,2024
457,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ASPAL,8.89,KILOMETER,2024
458,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TIDAK DI ASPAL,0.0,KILOMETER,2024
459,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,LAINNYA,0.0,KILOMETER,2024
460,32,JAWA BARAT,3271,KOTA BOGOR,ASPAL,10.226,KILOMETER,2024
461,32,JAWA BARAT,3271,KOTA BOGOR,TIDAK DI ASPAL,0.0,KILOMETER,2024
462,32,JAWA BARAT,3271,KOTA BOGOR,LAINNYA,1.97,KILOMETER,2024
463,32,JAWA BARAT,3272,KOTA SUKABUMI,ASPAL,25.566,KILOMETER,2024
464,32,JAWA BARAT,3272,KOTA SUKABUMI,TIDAK DI ASPAL,0.0,KILOMETER,2024
465,32,JAWA BARAT,3272,KOTA SUKABUMI,LAINNYA,7.618,KILOMETER,2024
466,32,JAWA BARAT,3273,KOTA BANDUNG,ASPAL,35.345,KILOMETER,2024
467,32,JAWA BARAT,3273,KOTA BANDUNG,TIDAK DI ASPAL,0.0,KILOMETER,2024
468,32,JAWA BARAT,3273,KOTA BANDUNG,LAINNYA,3.92,KILOMETER,2024
469,32,JAWA BARAT,3274,KOTA CIREBON,ASPAL,6.545,KILOMETER,2024
470,32,JAWA BARAT,3274,KOTA CIREBON,TIDAK DI ASPAL,0.0,KILOMETER,2024
471,32,JAWA BARAT,3274,KOTA CIREBON,LAINNYA,0.0,KILOMETER,2024
472,32,JAWA BARAT,3275,KOTA BEKASI,ASPAL,18.85,KILOMETER,2024
473,32,JAWA BARAT,3275,KOTA BEKASI,TIDAK DI ASPAL,0.0,KILOMETER,2024
474,32,JAWA BARAT,3275,KOTA BEKASI,LAINNYA,2.9,KILOMETER,2024
475,32,JAWA BARAT,3276,KOTA DEPOK,ASPAL,10.27,KILOMETER,2024
476,32,JAWA BARAT,3276,KOTA DEPOK,TIDAK DI ASPAL,0.0,KILOMETER,2024
477,32,JAWA BARAT,3276,KOTA DEPOK,LAINNYA,1.46,KILOMETER,2024
478,32,JAWA BARAT,3277,KOTA CIMAHI,ASPAL,9.16,KILOMETER,2024
479,32,JAWA BARAT,3277,KOTA CIMAHI,TIDAK DI ASPAL,0.0,KILOMETER,2024
480,32,JAWA BARAT,3277,KOTA CIMAHI,LAINNYA,0.2,KILOMETER,2024
481,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ASPAL,24.553,KILOMETER,2024
482,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TIDAK DI ASPAL,0.0,KILOMETER,2024
483,32,JAWA BARAT,3278,KOTA TASIKMALAYA,LAINNYA,0.0,KILOMETER,2024
484,32,JAWA BARAT,3279,KOTA BANJAR,ASPAL,8.77,KILOMETER,2024
485,32,JAWA BARAT,3279,KOTA BANJAR,TIDAK DI ASPAL,0.0,KILOMETER,2024
486,32,JAWA BARAT,3279,KOTA BANJAR,LAINNYA,0.2,KILOMETER,2024
